Nombre y tensión del nudo;Código Subestación;Comunidad Autónoma;POSICIONES DE GEN/ALM;;;;CRITERIO DE POTENCIA DE CORTOCIRCUITO (WSCR);;;;CRITERIO ESTÁTICO GENERACIÓN;;;CRITERIO ESTÁTICO ALMACENAMIENTO;;;CRITERIO DINÁMICO;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO OTORGADA;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO EN CURSO DE TRAMITACIÓN;;;;;;;MARGEN DE CAPACIDAD DE ACCESO TOTAL;;;;CRITERIOS LIMITANTES;;;;;;;;CAPACIDAD DE ACCESO NO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;CAPACIDAD DE ACCESO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;;;;CAPACIDAD DE ACCESO LIBERADA PARA SOLICITUDES DE AUTOCONSUMO SEGÚN  EL REAL DECRETO-LEY 7/2026;;;;;;Motivo de reserva de capacidad de acceso en el nudo;Normativa específica reguladora de la concesión de la capacidad de acceso;;;;;;;;;;;;;;;
;;;A red de transporte;;A red de distribución;;Capacidad de acceso nodal;Binudos;Afección de CS a seguridad del sistema;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Limitación interna por configuración del nudo;Margen no ocupado;Capacidad de acceso otorgada MGE;Capacidad de acceso otorgada MGES;Capacidad de acceso otorgada MPE con afección WSCR;Capacidad de acceso otorgada MPE sin afección WSCR;Capacidad de acceso otorgada MPE;Capacidad de acceso otorgada GEN;Capacidad de acceso otorgada ALM;Capacidad de acceso solicitada en curso y pendiente resolver MGE;Capacidad de acceso solicitada en curso y pendiente resolver MGES;Capacidad de acceso solicitada en curso y pendiente resolver MPE con afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE sin afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE;Capacidad de acceso solicitada en curso y pendiente resolver GEN;Capacidad de acceso solicitada en curso y pendiente resolver ALM;Generación;;Almacenamiento;;Generación;;Almacenamiento;;Limitación por Posición;;;;Generación;;Almacenamiento;;Motivo capacidad no disponible;Generación;;;;Almacenamiento;;;;"Capacidad de acceso liberada para MGES 
[MW]";"Capacidad de acceso liberada para MPE 
[MW]";"Capacidad de acceso otorgada para MGES 
[MW]";"Capacidad de acceso otorgada para MPE 
[MW]";"Capacidad de acceso disponible para MGES 
[MW]";"Capacidad de acceso disponible para MPE 
[MW]";;;;;;;;;;;;;;;;;
;;;E;P;E;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";MGES;MPE;MGES;MPE;Capacidad máxima otorgable en el nudo;¿Existe limitación por posición?;Margen MGES;Margen MPE;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";;"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";;;;;;;;;;;;;;;;;;;;;;;
MONTALBANEJO 400;52079;Castilla-La Mancha;;1;;;638; N/A ;  ;638;2.412;E322_SEPE;2.412;3.108;E322_SEPE;3.108;1.291; N/A ;1.291;1.291;0;0;0;0;0;0;0;129;0;129;0;129;129;0;1.291;638;1.291;638;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;600;600;1.291;638;1.291;638;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;129;64;0;0;129;64;Concurso;;;;;;;;;;;;;;;;
MONTBLANC 220;50378;Cataluña;;;2;;159; N/A ;  ;122;1.050;N/A;999;1.126;N/A;1.075;821; N/A ;N/A;770;51;0;37;14;51;51;0;0;0;0;0;0;0;0;770;122;770;122;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;770;122;770;122;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;77;12;0;0;77;12;Concurso;;;;;;;;;;;;;;;;
MONTEARENAS 400;50379;Castilla y León;1;2;;;1.490; N/A ;  ;1.074;1.933;E76_SEPE;1.184;2.136;E76_SEPE;1.184;0; N/A ;N/A;0;951;535;416;0;416;416;535;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.800;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NTJ;;;;;;;;;;;;;;;;
MONTEARENAS 220;50379;Castilla y León;1;;;;852; N/A ;  ;667;1.677;E5_SEPE, E76_SEPE;1.184;1.795;E5_SEPE, E76_SEPE;1.184;805; N/A ;N/A;621;185;0;185;0;185;185;0;0;0;0;0;0;0;0;621;621;621;621;D_Nudo;D_Nudo;D_Nudo;D_Nudo;400;;216;216;621;621;621;621;Nudo de Transición Justa. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NTJ;;;;;;;;;;;;;;;;
MONTEBELLO 220;50380;Comunidad Valenciana;;;2;;318; N/A ;  ;313;1.191;E37_SEPE;1.183;1.203;E37_SEPE;1.196;455; D50_SEPE ;N/A;0;7;2;5;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MONTECILLO BAJO 220;50381;Andalucía;;;;;167; N/A ;  ;167;364;E191_SEPE;364;411;E191_SEPE;411;1.183; N/A ;N/A;1.183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;167;411;167;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;364;167;411;167;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MONTESA 400;51299;Comunidad Valenciana;;1;;;869; N/A ;  ;869;1.998;N/A;1.998;2.471;N/A;2.471;84; N/A ;84;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;84;84;84;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;84;84;84;84;84;84;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;8;8;0;0;8;8;Concurso;;;;;;;;;;;;;;;;
MONTETORRERO 220;50382;Aragón;;;5;;275; N/A ;  ;23;2.200;N/A;1.533;2.346;N/A;1.679;623; N/A ;N/A;0;667;0;252;414;666;667;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MONTOUTO 220;50383;Galicia;2;;;;237; N/A ;  ;169;494;E280_SEPE;43;505;E280_SEPE;45;1.169; N/A ;N/A;1.100;68;0;68;0;68;68;0;0;0;0;0;0;0;0;43;43;45;45;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;800;;0;0;43;43;45;45;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MONZON 220;50384;Aragón;;;5;;360; N/A ;  ;209;554;N/A;140;606;N/A;192;1.269; N/A ;N/A;855;414;137;151;126;277;414;0;12;0;12;0;12;12;0;140;140;192;192;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;SI;0;0;140;140;192;192;Concurso por resolución SEE. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;11;11;0;0;11;11;Concurso;;;;;;;;;;;;;;;;
MORA 220;50385;Castilla-La Mancha;;;;;222; N/A ;  ;222;331;E211_SEPE;331;451;E211_SEPE;451;1.258; N/A ;N/A;1.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;222;451;222;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;331;222;451;222;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORALEJA 400;50386;Comunidad de Madrid;;1;;;1.398; N/A ;  ;1.238;1.094;E127_SEPE;382;1.237;E127_SEPE;525;151; N/A ;N/A;0;160;0;160;0;160;160;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORALEJA 220;50386;Comunidad de Madrid;;1;2;;1.144; N/A ;  ;674;686;E127_SEPE;135;789;E127_SEPE;237;695; N/A ;N/A;144;552;82;470;0;470;552;0;152;0;0;152;152;48;104;135;135;144;144;Est_Gen_Nudo;Est_Gen_Nudo;D_Nudo;D_Nudo;400;SI;0;0;135;135;144;144;Concurso por resolución SEE. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;13;13;0;0;13;13;Concurso;;;;;;;;;;;;;;;;
MORALETS 220;50387;Aragón;3;;;;267; N/A ;  ;267;254;E26_SEPE;0;396;E26_SEPE;0;1.110; D15_SEPE ;N/A;699;221;221;0;0;0;0;221;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;1.200;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORATA 400;50388;Comunidad de Madrid;;1;;;1.958; N/A ;  ;1.521;1.040;E128_SEPE;301;3.673;E128_SEPE;2.868;0; N/A ;0;0;436;0;436;0;436;436;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORATA 220;50388;Comunidad de Madrid;;1;1;1;1.071; N/A ;  ;702;841;E128_SEPE;301;1.048;E128_SEPE;680;711; N/A ;N/A;343;369;0;369;0;369;369;0;250;0;250;0;250;250;0;301;301;343;343;Est_Gen_Zona;Est_Gen_Zona;D_Nudo;D_Nudo;400;;87;87;301;301;343;343;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;30;30;0;0;30;30;Concurso;;;;;;;;;;;;;;;;
MORELLA 400;50389;Comunidad Valenciana;1;1;;;1.343; N/A ;  ;0;4.911;N/A;3.522;6.107;N/A;4.718;214; N/A ;214;0;1.389;8;1.380;0;1.380;1.389;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;WSCR_Nudo/D_Nudo;D_Nudo;WSCR_Nudo/D_Nudo;1.200;SI;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORERUELA 400;52066;Castilla y León;;1;;;670; N/A ;  ;620;1.535;N/A;1.485;1.806;N/A;1.756;726; N/A ;726;676;50;0;50;0;50;50;0;0;0;0;0;0;0;0;676;620;676;620;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;550;550;676;620;676;620;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;68;62;0;0;68;62;Concurso;;;;;;;;;;;;;;;;
MORVEDRE 400;50390;Comunidad Valenciana;3;;;;848; N/A ; Riesgo interacciones ;848;1.939;E107_SEPE;769;2.510;E107_SEPE;1.339;443; N/A ;N/A;0;1.168;1.168;0;0;0;1.168;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.800;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MORVEDRE B 220;50390;Comunidad Valenciana;;1;2;1;320; N/A ;  ;318;760;E107_SEPE;758;840;E107_SEPE;838;874; N/A ;N/A;872;2;0;2;0;2;2;0;0;0;0;0;0;0;0;758;318;838;318;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;400;318;758;318;838;318;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;76;32;0;0;76;32;Concurso;;;;;;;;;;;;;;;;
MOTORS 220;50392;Cataluña;;;3;;711; N/A ;  ;661;594;N/A;583;654;N/A;593;805; N/A ;N/A;745;61;6;50;4;54;11;50;0;0;0;0;0;0;0;583;583;593;593;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;;0;0;0;0;0;0;;0;0;583;583;0;0;593;593;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MUDARRA 400;50393;Castilla y León;1;1;;;1.416; N/A ;  ;222;2.447;E79_SEPE;648;2.541;E79_SEPE;743;0; N/A ;N/A;0;1.194;0;1.194;0;1.194;1.194;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.200;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MUDARRA 220;50393;Castilla y León;1;;1;;584; N/A ; Superación valor máx Icc ;0;1.216;E79_SEPE;612;1.312;E79_SEPE;708;901; N/A ;N/A;297;604;0;584;20;604;604;0;25;0;0;25;25;25;0;297;0;297;0;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;SI;0;0;297;0;297;0;Concurso por resolución SEE. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;30;0;0;0;30;0;Concurso;;;;;;;;;;;;;;;;
MUDARRITA 220;50394;Castilla y León;;;;;25; N/A ; Superación valor máx Icc ;25;847;N/A;847;915;N/A;915;814; N/A ;N/A;814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;25;814;25;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;814;25;814;25;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MUDEJAR 400;50395;Aragón;;1;;;1.834; N/A ;  ;334;3.096;N/A;1.595;3.497;N/A;1.996;1.261; N/A ;420;0;1.501;0;1.501;0;1.501;1.501;0;0;0;0;0;0;0;0;154;0;154;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;SI;0;0;154;0;154;0;Nudo de Transición Justa. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NTJ;Orden TED/1182/2021, Orden TED/1146/2022 y Orden TED/345/2024;;;;;;;;;;;;;;;
MUELA 400;50396;Comunidad Valenciana;9;;;;1.249; N/A ;  ;1.249;3.277;E339_SEPE;1.208;4.085;E339_SEPE;1.208;23; N/A ;N/A;0;1.816;1.816;0;0;0;280;1.536;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;5.400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MUELLE GRANDE 66;50397;Canarias;;;3;;100; N/A ;  ;70;143;N/A;116;147;N/A;116;57; N/A ;N/A;26;31;0;30;1;31;1;30;0;0;0;0;0;0;0;26;26;26;26;D_Nudo;D_Nudo;D_Nudo;D_Nudo;#¡VALOR!;;26;26;0;0;0;0;;0;0;26;26;0;0;26;26;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MUNIESA 400;50398;Aragón;1;;;;937; N/A ;  ;0;2.769;N/A;1.679;3.082;N/A;1.992;551; N/A ;551;0;1.090;0;1.090;0;1.090;1.090;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;WSCR_Nudo/D_Nudo;D_Nudo;WSCR_Nudo/D_Nudo;600;SI;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MURCIA 220;50399;Región de Murcia;;;2;;93; N/A ;  ;93;679;E39_SEPE;679;689;E39_SEPE;689;451; D67_SEPE ;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
MURTERAR 220;50400;Islas Baleares;7;;;;170; N/A ; Riesgo interacciones ;51;369;E20_SEB;173;413;E20_SEB;173;219; N/A ;N/A;100;194;75;119;0;119;75;119;0;0;0;0;0;0;0;100;51;100;51;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;2.800;;100;51;100;51;100;51;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;10;5;0;0;10;5;Concurso;;;;;;;;;;;;;;;;
MURUARTE 400;50401;Comunidad Foral de Navarra;;1;;;668; N/A ;  ;668;1.727;E139_SEPE;1.499;1.900;E139_SEPE;1.833;986; N/A ;986;986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986;668;986;668;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;600;600;986;668;986;668;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;99;67;0;0;99;67;Concurso;;;;;;;;;;;;;;;;
MURUARTE 220;50401;Comunidad Foral de Navarra;1;1;;;231; N/A ;  ;4;759;E139_SEPE, E251_SEPE, E270_SEPE;0;1.071;E139_SEPE, E251_SEPE, E270_SEPE;22;1.200; D58_SEPE ;N/A;972;228;0;228;0;228;228;0;536;0;536;0;536;56;480;0;0;22;4;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;WSCR_Nudo;800;;0;0;0;0;22;4;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NARAIO 400;51282;Galicia;;;;1;0; N/A ;  ;0;1.496;E354_SEPE;1.496;1.673;E354_SEPE;1.673;1.106; N/A ;1.106;1.106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.106;0;1.106;0;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;1.106;0;1.106;0;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;111;0;0;0;111;0;Concurso;;;;;;;;;;;;;;;;
NARCEA 400;50402;Principado de Asturias;1;;1;;385; N/A ;  ;385;1.300;E6_SEPE;1.283;1.766;E6_SEPE;1.744;831; D26_SEPE ;N/A;379;22;8;0;15;15;17;5;27;0;0;27;27;27;0;379;379;379;379;D_Zona;D_Zona;D_Zona;D_Zona;600;;379;379;379;379;379;379;Nudo de Transición Justa. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NTJ;Orden TED/1471/2024;;;;;;;;;;;;;;;
NORTE 220;51239;Comunidad de Madrid;;;4;;901; N/A ;  ;901;774;E216_SEPE;774;850;E216_SEPE;850;678; N/A ;N/A;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;678;678;678;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;678;678;0;0;678;678;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NOVELDA 220;50403;Comunidad Valenciana;;1;2;;365; N/A ;  ;155;1.566;N/A;1.357;1.606;N/A;1.397;671; N/A ;N/A;462;209;0;209;0;209;209;0;15;0;0;15;15;15;0;462;155;462;155;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;;192;155;462;155;462;155;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;46;16;0;0;46;16;Concurso;;;;;;;;;;;;;;;;
NUDO VIARIO 220;50404;Cataluña;;;;;707; N/A ;  ;707;827;N/A;827;843;N/A;843;805; N/A ;N/A;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;707;805;707;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;805;707;805;707;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUEVA CASARES 220;50405;Andalucía;;1;2;;318; N/A ;  ;178;552;N/A;381;567;N/A;396;1.266; N/A ;N/A;1.094;171;19;139;13;152;171;0;0;0;0;0;0;0;0;381;178;396;178;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;320;178;381;178;396;178;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;38;18;0;0;38;18;Concurso;;;;;;;;;;;;;;;;
NUEVA ESCOMBRERAS 400;50406;Región de Murcia;6;;;;370; W02_SEPE_BIN ;  ;370;2.748;E170_SEPE_Bin;341;3.609;E170_SEPE_Bin;1.202;542; D81_SEPE_Bin ;181;0;2.407;2.407;0;0;0;2.407;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo/D_Zona;D_Nudo/D_Zona;D_Nudo/D_Zona;D_Nudo/D_Zona;3.600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUEVA ESCOMBRERAS (NUEVA ESCOMBRERAS B) 400;50406;Región de Murcia;;;;;391; W02_SEPE_BIN ;  ;370;2.671;E170_SEPE_Bin, E331_SEPE;362;3.455;E170_SEPE_Bin, E331_SEPE;1.204;841; D81_SEPE_Bin ;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUEVA MECO 220;51426;Comunidad de Madrid;;;;;79; N/A ;  ;79;722;E292_SEPE, E346_SEPE;0;828;E292_SEPE, E346_SEPE;210;1.005; D73_SEPE ;N/A;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;79;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;WSCR_Nudo;0;;0;0;0;0;210;79;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUEVO CAUCE 220;51365;Comunidad Valenciana;;;;2;591; N/A ;  ;591;730;E287_SEPE, E340_SEPE;730;746;E287_SEPE, E340_SEPE;746;842; N/A ;N/A;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;591;746;591;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;410;271;335;179;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;320;320;0;0;412;412;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUEVO VIGO (BATEAS) 220;50777;Galicia;;;;;301; N/A ;  ;301;709;E280_SEPE;43;749;E280_SEPE;45;1.284; N/A ;N/A;1.284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;43;45;45;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;0;;0;0;43;43;45;45;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
NUREDDUNA 66;50407;Islas Baleares;;;3;;159; N/A ; Riesgo interacciones ;142;81;N/A;69;86;N/A;69;229; N/A ;N/A;212;17;0;17;0;17;0;17;0;0;0;0;0;0;0;69;69;69;69;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;#¡VALOR!;;69;69;0;0;0;0;;0;0;69;69;0;0;69;69;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
O INCIO 220;52088;Galicia;;;;;267; N/A ;  ;267;575;E329_SEPE;575;637;E329_SEPE;637;1.287; N/A ;N/A;1.287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;267;637;267;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;575;267;637;267;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
OLITE 220;50408;Comunidad Foral de Navarra;1;1;;;324; N/A ;  ;65;859;E196_SEPE, E251_SEPE;0;867;E196_SEPE, E251_SEPE;22;1.131; N/A ;N/A;872;259;0;259;0;259;219;40;500;0;500;0;500;0;500;0;0;22;22;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;800;;0;0;0;0;22;22;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
OLIVARES 220;50409;Andalucía;;;2;;322; N/A ;  ;263;698;N/A;510;822;N/A;633;1.168; N/A ;N/A;979;189;0;59;130;189;189;0;0;0;0;0;0;0;0;510;263;633;263;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;510;263;633;263;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;51;26;0;0;51;26;Concurso;;;;;;;;;;;;;;;;
OLMEDILLA 220;50411;Castilla-La Mancha;1;;1;;309; N/A ;  ;156;685;E83_SEPE;458;719;E83_SEPE;493;1.254; N/A ;N/A;1.028;226;30;153;43;196;226;0;80;0;80;0;80;80;0;458;156;493;156;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;320;156;458;156;493;156;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;46;16;0;0;46;16;Concurso;;;;;;;;;;;;;;;;
OLMEDILLA 400;50411;Castilla-La Mancha;2;1;1;;1.360; N/A ;  ;158;2.599;E83_SEPE;1.006;2.604;E83_SEPE;1.011;0; N/A ;0;0;1.367;46;1.202;119;1.321;1.367;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.800;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
OLMEDO 400;50412;Castilla y León;;1;;;906; N/A ;  ;419;1.621;E182_SEPE;1.134;2.059;E182_SEPE;1.572;886; N/A ;886;399;487;0;487;0;487;487;0;0;0;0;0;0;0;0;399;399;399;399;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;114;114;399;399;399;399;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;40;40;0;0;40;40;Concurso;;;;;;;;;;;;;;;;
ONCALA 220;50413;Castilla y León;1;;2;;354; N/A ;  ;0;390;E13_SEPE;0;390;E13_SEPE;0;1.262; D56_SEPE ;N/A;853;409;0;409;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Nudo;WSCR_Nudo/Est_Gen_Nudo;Est_Alm_Nudo;WSCR_Nudo/Est_Alm_Nudo;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
